Date,IT Dep.,CostElement,Country,Forecast
12/01/2020,Planning,Other,USA,"3,973"
01/01/2020,Planning,Outbound Allocations,United Kingdom,"-4,274"
02/01/2020,Planning,Outbound Allocations,United Kingdom,"3,810"
03/01/2020,Planning,Outbound Allocations,United Kingdom,"-9,816"
04/01/2020,Planning,Outbound Allocations,United Kingdom,"3,008"
05/01/2020,Planning,Outbound Allocations,United Kingdom,"2,628"
06/01/2020,Planning,Outbound Allocations,United Kingdom,"3,159"
07/01/2020,Planning,Outbound Allocations,United Kingdom,"-7,501"
08/01/2020,Planning,Outbound Allocations,United Kingdom,"-7,501"
09/01/2020,Planning,Outbound Allocations,United Kingdom,"-7,501"
10/01/2020,Planning,Outbound Allocations,United Kingdom,"-7,501"
11/01/2020,Planning,Outbound Allocations,United Kingdom,"-7,501"
12/01/2020,Planning,Outbound Allocations,United Kingdom,"-7,501"
02/01/2020,Planning,Outbound Allocations,USA,"-21,265"
03/01/2020,Planning,Outbound Allocations,USA,"-39,274"
04/01/2020,Planning,Outbound Allocations,USA,"-12,167"
06/01/2020,Planning,Outbound Allocations,USA,"-2,570"
01/01/2020,Planning,Software,USA,"16,624"
02/01/2020,Planning,Software,USA,"16,722"
03/01/2020,Planning,Software,USA,"83,512"
04/01/2020,Planning,Software,USA,"-15,516"
05/01/2020,Planning,Software,USA,"17,770"
06/01/2020,Planning,Software,USA,"176,629"
07/01/2020,Planning,Software,USA,"61,761"
08/01/2020,Planning,Software,USA,"51,043"
09/01/2020,Planning,Software,USA,"51,043"
10/01/2020,Planning,Software,USA,"63,543"
11/01/2020,Planning,Software,USA,"89,200"
12/01/2020,Planning,Software,USA,"94,773"
01/01/2020,Planning,Software Maintenance,Italy,"7,356"
02/01/2020,Planning,Software Maintenance,Italy,459
01/01/2020,Planning,Software Maintenance,USA,"193,442"
02/01/2020,Planning,Software Maintenance,USA,"693,854"
03/01/2020,Planning,Software Maintenance,USA,"719,232"
04/01/2020,Planning,Software Maintenance,USA,"772,800"
05/01/2020,Planning,Software Maintenance,USA,"495,242"
06/01/2020,Planning,Software Maintenance,USA,"332,389"
07/01/2020,Planning,Software Maintenance,USA,"460,683"
08/01/2020,Planning,Software Maintenance,USA,"446,231"
09/01/2020,Planning,Software Maintenance,USA,"494,795"
10/01/2020,Planning,Software Maintenance,USA,"534,579"
11/01/2020,Planning,Software Maintenance,USA,"548,142"
12/01/2020,Planning,Software Maintenance,USA,"518,897"
02/01/2020,Planning,Supplies,United Kingdom,7
01/01/2020,Planning,Supplies,USA,687
02/01/2020,Planning,Supplies,USA,352
03/01/2020,Planning,Supplies,USA,684
04/01/2020,Planning,Supplies,USA,499
05/01/2020,Planning,Supplies,USA,"1,505"
06/01/2020,Planning,Supplies,USA,405
07/01/2020,Planning,Supplies,USA,"2,040"
08/01/2020,Planning,Supplies,USA,"2,040"
09/01/2020,Planning,Supplies,USA,"2,040"
10/01/2020,Planning,Supplies,USA,"2,040"
11/01/2020,Planning,Supplies,USA,"2,040"
12/01/2020,Planning,Supplies,USA,"2,040"
01/01/2020,Planning,Taxes,USA,"1,462"
02/01/2020,Planning,Taxes,USA,"1,172"
03/01/2020,Planning,Taxes,USA,"2,325"
04/01/2020,Planning,Taxes,USA,"2,325"
05/01/2020,Planning,Taxes,USA,"2,325"
06/01/2020,Planning,Taxes,USA,"2,325"
01/01/2020,Planning,Telecomm,Brazil,50
02/01/2020,Planning,Telecomm,Brazil,11
03/01/2020,Planning,Telecomm,Brazil,11
04/01/2020,Planning,Telecomm,Brazil,12
05/01/2020,Planning,Telecomm,Brazil,12
06/01/2020,Planning,Telecomm,Brazil,12
07/01/2020,Planning,Telecomm,Brazil,-18
08/01/2020,Planning,Telecomm,Brazil,-18
09/01/2020,Planning,Telecomm,Brazil,-18
10/01/2020,Planning,Telecomm,Brazil,-18
11/01/2020,Planning,Telecomm,Brazil,-18
12/01/2020,Planning,Telecomm,Brazil,-18
01/01/2020,Planning,Telecomm,United Kingdom,"4,204"
02/01/2020,Planning,Telecomm,United Kingdom,"2,264"
03/01/2020,Planning,Telecomm,United Kingdom,175
04/01/2020,Planning,Telecomm,United Kingdom,"13,979"
05/01/2020,Planning,Telecomm,United Kingdom,"3,912"
06/01/2020,Planning,Telecomm,United Kingdom,"5,035"
07/01/2020,Planning,Telecomm,United Kingdom,"4,071"
08/01/2020,Planning,Telecomm,United Kingdom,"4,071"
09/01/2020,Planning,Telecomm,United Kingdom,"4,071"
10/01/2020,Planning,Telecomm,United Kingdom,"4,071"
11/01/2020,Planning,Telecomm,United Kingdom,"4,071"
12/01/2020,Planning,Telecomm,United Kingdom,"4,071"
01/01/2020,Planning,Telecomm,USA,"110,580"
02/01/2020,Planning,Telecomm,USA,"-90,657"
03/01/2020,Planning,Telecomm,USA,"4,497"
04/01/2020,Planning,Telecomm,USA,"4,788"
06/01/2020,Planning,Telecomm,USA,"6,007"
03/01/2020,Planning,Training,France,780
01/01/2020,Planning,Training,United Kingdom,-128
02/01/2020,Planning,Training,United Kingdom,147
04/01/2020,Planning,Training,United Kingdom,401
05/01/2020,Planning,Training,United Kingdom,-401
06/01/2020,Planning,Training,United Kingdom,-152
07/01/2020,Planning,Training,United Kingdom,486
08/01/2020,Planning,Training,United Kingdom,486
09/01/2020,Planning,Training,United Kingdom,486
10/01/2020,Planning,Training,United Kingdom,486
11/01/2020,Planning,Training,United Kingdom,486
12/01/2020,Planning,Training,United Kingdom,486
01/01/2020,Planning,Training,USA,586
02/01/2020,Planning,Training,USA,18
03/01/2020,Planning,Training,USA,"3,675"
04/01/2020,Planning,Training,USA,"8,226"
05/01/2020,Planning,Training,USA,"1,347"
06/01/2020,Planning,Training,USA,"6,882"
07/01/2020,Planning,Training,USA,"7,054"
08/01/2020,Planning,Training,USA,"7,054"
09/01/2020,Planning,Training,USA,"7,054"
10/01/2020,Planning,Training,USA,"7,054"
11/01/2020,Planning,Training,USA,"7,054"
12/01/2020,Planning,Training,USA,"7,054"
01/01/2020,Planning,Travel,France,7
03/01/2020,Planning,Travel,France,77
04/01/2020,Planning,Travel,France,885
05/01/2020,Planning,Travel,France,161
07/01/2020,Planning,Travel,France,408
08/01/2020,Planning,Travel,France,408
09/01/2020,Planning,Travel,France,408
10/01/2020,Planning,Travel,France,408
11/01/2020,Planning,Travel,France,408
12/01/2020,Planning,Travel,France,408
01/01/2020,Planning,Travel,Spain,108
01/01/2020,Planning,Travel,United Kingdom,67
02/01/2020,Planning,Travel,United Kingdom,"2,016"
03/01/2020,Planning,Travel,United Kingdom,-852
04/01/2020,Planning,Travel,United Kingdom,64
05/01/2020,Planning,Travel,United Kingdom,-9
06/01/2020,Planning,Travel,United Kingdom,123
07/01/2020,Planning,Travel,United Kingdom,233
08/01/2020,Planning,Travel,United Kingdom,233
09/01/2020,Planning,Travel,United Kingdom,233
10/01/2020,Planning,Travel,United Kingdom,240
11/01/2020,Planning,Travel,United Kingdom,240
12/01/2020,Planning,Travel,United Kingdom,240
01/01/2020,Planning,Travel,USA,618
02/01/2020,Planning,Travel,USA,570
03/01/2020,Planning,Travel,USA,"2,418"
04/01/2020,Planning,Travel,USA,884
05/01/2020,Planning,Travel,USA,"1,343"
06/01/2020,Planning,Travel,USA,"1,274"
01/01/2020,Planning,Vehicles,United Kingdom,1
02/01/2020,Planning,Vehicles,United Kingdom,1
03/01/2020,Planning,Vehicles,United Kingdom,1
05/01/2020,Planning,Vehicles,United Kingdom,1
06/01/2020,Planning,Vehicles,United Kingdom,1
07/01/2020,Portals,Administrative,USA,"-4,200"
08/01/2020,Portals,Administrative,USA,"-4,200"
09/01/2020,Portals,Administrative,USA,"-4,200"
10/01/2020,Portals,Administrative,USA,"-4,200"
11/01/2020,Portals,Administrative,USA,"-4,200"
12/01/2020,Portals,Administrative,USA,"-4,200"
02/01/2020,Portals,Amortization,USA,"5,933"
02/01/2020,Portals,Depreciation,USA,"1,079"
01/01/2020,Portals,Employee Performance,USA,4
02/01/2020,Portals,Employee Performance,USA,74
03/01/2020,Portals,Employee Performance,USA,132
04/01/2020,Portals,Employee Performance,USA,32
05/01/2020,Portals,Employee Performance,USA,4
06/01/2020,Portals,Employee Performance,USA,204
07/01/2020,Portals,Employee Performance,USA,116
08/01/2020,Portals,Employee Performance,USA,116
09/01/2020,Portals,Employee Performance,USA,116
10/01/2020,Portals,Employee Performance,USA,116
11/01/2020,Portals,Employee Performance,USA,116
12/01/2020,Portals,Employee Performance,USA,116
01/01/2020,Portals,External Labor,USA,"21,934"
02/01/2020,Portals,External Labor,USA,"13,966"
03/01/2020,Portals,External Labor,USA,"1,723"
04/01/2020,Portals,External Labor,USA,"20,437"
05/01/2020,Portals,External Labor,USA,"16,311"
06/01/2020,Portals,External Labor,USA,"7,018"
07/01/2020,Portals,External Labor,USA,"15,000"
08/01/2020,Portals,External Labor,USA,"15,000"
09/01/2020,Portals,External Labor,USA,"72,000"
10/01/2020,Portals,External Labor,USA,"15,000"
11/01/2020,Portals,External Labor,USA,"15,000"
12/01/2020,Portals,External Labor,USA,"72,000"
01/01/2020,Portals,Hardware,USA,56
02/01/2020,Portals,Hardware,USA,"1,283"
03/01/2020,Portals,Hardware,USA,13
06/01/2020,Portals,Hardware,USA,31
09/01/2020,Portals,Hardware,USA,"3,750"
12/01/2020,Portals,Hardware,USA,"3,750"
01/01/2020,Portals,Internal Labor,USA,"70,342"
02/01/2020,Portals,Internal Labor,USA,"69,364"
03/01/2020,Portals,Internal Labor,USA,"76,383"
04/01/2020,Portals,Internal Labor,USA,"65,851"
05/01/2020,Portals,Internal Labor,USA,"63,528"
06/01/2020,Portals,Internal Labor,USA,"64,282"
07/01/2020,Portals,Internal Labor,USA,"70,027"
08/01/2020,Portals,Internal Labor,USA,"70,027"
09/01/2020,Portals,Internal Labor,USA,"69,808"
10/01/2020,Portals,Internal Labor,USA,"71,373"
11/01/2020,Portals,Internal Labor,USA,"70,711"
12/01/2020,Portals,Internal Labor,USA,"70,150"
02/01/2020,Portals,Other,USA,"2,642"
03/01/2020,Portals,Other,USA,113
04/01/2020,Portals,Other,USA,"2,655"
05/01/2020,Portals,Other,USA,"2,625"
06/01/2020,Portals,Other,USA,"2,814"
07/01/2020,Portals,Other,USA,"24,142"
08/01/2020,Portals,Other,USA,"24,142"
09/01/2020,Portals,Other,USA,"24,142"
10/01/2020,Portals,Other,USA,"24,142"
11/01/2020,Portals,Other,USA,"24,142"
12/01/2020,Portals,Other,USA,"24,142"
02/01/2020,Portals,Outbound Allocations,USA,"21,600"
06/01/2020,Portals,Outbound Allocations,USA,"23,700"
07/01/2020,Portals,Recognition,USA,30
08/01/2020,Portals,Recognition,USA,30
09/01/2020,Portals,Recognition,USA,30
10/01/2020,Portals,Recognition,USA,30
11/01/2020,Portals,Recognition,USA,30
12/01/2020,Portals,Recognition,USA,30
01/01/2020,Portals,Software,USA,"9,900"
02/01/2020,Portals,Software,USA,"9,900"
03/01/2020,Portals,Software,USA,5
04/01/2020,Portals,Software,USA,"9,900"
05/01/2020,Portals,Software,USA,"9,900"
06/01/2020,Portals,Software,USA,"9,905"
09/01/2020,Portals,Software,USA,"112,500"
12/01/2020,Portals,Software,USA,"7,500"
03/01/2020,Portals,Software Maintenance,USA,186
04/01/2020,Portals,Software Maintenance,USA,"1,078"
05/01/2020,Portals,Software Maintenance,USA,750
06/01/2020,Portals,Software Maintenance,USA,"4,337"
03/01/2020,Portals,Supplies,USA,9
04/01/2020,Portals,Supplies,USA,4
05/01/2020,Portals,Supplies,USA,6
09/01/2020,Portals,Supplies,USA,"3,000"
12/01/2020,Portals,Supplies,USA,"3,000"
02/01/2020,Portals,Telecomm,USA,363
03/01/2020,Portals,Telecomm,USA,733
04/01/2020,Portals,Telecomm,USA,317
06/01/2020,Portals,Telecomm,USA,649
07/01/2020,Portals,Telecomm,USA,357
08/01/2020,Portals,Telecomm,USA,357
09/01/2020,Portals,Telecomm,USA,357
10/01/2020,Portals,Telecomm,USA,357
11/01/2020,Portals,Telecomm,USA,357
12/01/2020,Portals,Telecomm,USA,357
02/01/2020,Portals,Training,USA,168
03/01/2020,Portals,Training,USA,479
05/01/2020,Portals,Training,USA,360
06/01/2020,Portals,Training,USA,616
09/01/2020,Portals,Training,USA,"1,500"
12/01/2020,Portals,Training,USA,"1,500"
03/01/2020,Portals,Travel,USA,156
04/01/2020,Portals,Travel,USA,359
05/01/2020,Portals,Travel,USA,336
06/01/2020,Portals,Travel,USA,183
01/01/2020,Portfolio Management,Employee Performance,USA,8
02/01/2020,Portfolio Management,Employee Performance,USA,154
03/01/2020,Portfolio Management,Employee Performance,USA,9
05/01/2020,Portfolio Management,Employee Performance,USA,16
07/01/2020,Portfolio Management,Employee Performance,USA,222
08/01/2020,Portfolio Management,Employee Performance,USA,222
09/01/2020,Portfolio Management,Employee Performance,USA,222
10/01/2020,Portfolio Management,Employee Performance,USA,222
11/01/2020,Portfolio Management,Employee Performance,USA,222
12/01/2020,Portfolio Management,Employee Performance,USA,222
02/01/2020,Portfolio Management,External Labor,USA,5
03/01/2020,Portfolio Management,External Labor,USA,29
05/01/2020,Portfolio Management,External Labor,USA,"1,411"
06/01/2020,Portfolio Management,External Labor,USA,"1,642"
01/01/2020,Portfolio Management,Hardware,USA,77
02/01/2020,Portfolio Management,Hardware,USA,449
03/01/2020,Portfolio Management,Hardware,USA,383
04/01/2020,Portfolio Management,Hardware,USA,237
07/01/2020,Portfolio Management,Hardware,USA,129
08/01/2020,Portfolio Management,Hardware,USA,129
09/01/2020,Portfolio Management,Hardware,USA,129
10/01/2020,Portfolio Management,Hardware,USA,129
11/01/2020,Portfolio Management,Hardware,USA,129
12/01/2020,Portfolio Management,Hardware,USA,129
07/01/2020,Portfolio Management,Hardware Maintenance,USA,125
08/01/2020,Portfolio Management,Hardware Maintenance,USA,125
09/01/2020,Portfolio Management,Hardware Maintenance,USA,125
10/01/2020,Portfolio Management,Hardware Maintenance,USA,125
11/01/2020,Portfolio Management,Hardware Maintenance,USA,125
12/01/2020,Portfolio Management,Hardware Maintenance,USA,125
01/01/2020,Portfolio Management,Internal Labor,USA,"73,328"
02/01/2020,Portfolio Management,Internal Labor,USA,"70,219"
03/01/2020,Portfolio Management,Internal Labor,USA,"76,034"
04/01/2020,Portfolio Management,Internal Labor,USA,"66,470"
05/01/2020,Portfolio Management,Internal Labor,USA,"63,499"
06/01/2020,Portfolio Management,Internal Labor,USA,"64,549"
07/01/2020,Portfolio Management,Internal Labor,USA,"68,747"
08/01/2020,Portfolio Management,Internal Labor,USA,"68,747"
09/01/2020,Portfolio Management,Internal Labor,USA,"68,747"
10/01/2020,Portfolio Management,Internal Labor,USA,"70,720"
11/01/2020,Portfolio Management,Internal Labor,USA,"70,097"
12/01/2020,Portfolio Management,Internal Labor,USA,"70,070"
01/01/2020,Portfolio Management,Other,USA,"13,440"
02/01/2020,Portfolio Management,Other,USA,"15,190"
03/01/2020,Portfolio Management,Other,USA,"7,595"
04/01/2020,Portfolio Management,Other,USA,"7,632"
05/01/2020,Portfolio Management,Other,USA,"7,595"
06/01/2020,Portfolio Management,Other,USA,"7,595"
07/01/2020,Portfolio Management,Other,USA,"18,222"
08/01/2020,Portfolio Management,Other,USA,"7,662"
09/01/2020,Portfolio Management,Other,USA,"7,662"
10/01/2020,Portfolio Management,Other,USA,"7,662"
11/01/2020,Portfolio Management,Other,USA,"7,662"
12/01/2020,Portfolio Management,Other,USA,"7,662"
07/01/2020,Portfolio Management,Recognition,USA,64
08/01/2020,Portfolio Management,Recognition,USA,64
09/01/2020,Portfolio Management,Recognition,USA,64
10/01/2020,Portfolio Management,Recognition,USA,64
11/01/2020,Portfolio Management,Recognition,USA,64
12/01/2020,Portfolio Management,Recognition,USA,64
05/01/2020,Portfolio Management,Software,USA,117
07/01/2020,Portfolio Management,Software,USA,45
08/01/2020,Portfolio Management,Software,USA,45
09/01/2020,Portfolio Management,Software,USA,45
10/01/2020,Portfolio Management,Software,USA,45
11/01/2020,Portfolio Management,Software,USA,45
12/01/2020,Portfolio Management,Software,USA,45
04/01/2020,Portfolio Management,Software Maintenance,USA,269
06/01/2020,Portfolio Management,Software Maintenance,USA,-269
02/01/2020,Portfolio Management,Supplies,USA,83
03/01/2020,Portfolio Management,Supplies,USA,25
04/01/2020,Portfolio Management,Supplies,USA,38
05/01/2020,Portfolio Management,Supplies,USA,68
06/01/2020,Portfolio Management,Supplies,USA,97
07/01/2020,Portfolio Management,Supplies,USA,428
08/01/2020,Portfolio Management,Supplies,USA,428
09/01/2020,Portfolio Management,Supplies,USA,428
10/01/2020,Portfolio Management,Supplies,USA,428
11/01/2020,Portfolio Management,Supplies,USA,428
12/01/2020,Portfolio Management,Supplies,USA,428
02/01/2020,Portfolio Management,Telecomm,USA,"1,977"
03/01/2020,Portfolio Management,Telecomm,USA,607
04/01/2020,Portfolio Management,Telecomm,USA,466
06/01/2020,Portfolio Management,Telecomm,USA,553
07/01/2020,Portfolio Management,Telecomm,USA,"3,164"
08/01/2020,Portfolio Management,Telecomm,USA,"3,164"
09/01/2020,Portfolio Management,Telecomm,USA,"3,164"
10/01/2020,Portfolio Management,Telecomm,USA,"3,164"
11/01/2020,Portfolio Management,Telecomm,USA,"3,164"
12/01/2020,Portfolio Management,Telecomm,USA,"3,164"
07/01/2020,Portfolio Management,Training,USA,"1,286"
08/01/2020,Portfolio Management,Training,USA,"2,036"
09/01/2020,Portfolio Management,Training,USA,"1,286"
10/01/2020,Portfolio Management,Training,USA,"1,286"
11/01/2020,Portfolio Management,Training,USA,"2,036"
12/01/2020,Portfolio Management,Training,USA,"1,286"
01/01/2020,Portfolio Management,Travel,USA,120
03/01/2020,Portfolio Management,Travel,USA,846
07/01/2020,Portfolio Management,Travel,USA,"1,037"
08/01/2020,Portfolio Management,Travel,USA,"3,845"
09/01/2020,Portfolio Management,Travel,USA,"1,037"
10/01/2020,Portfolio Management,Travel,USA,"1,037"
11/01/2020,Portfolio Management,Travel,USA,"3,845"
12/01/2020,Portfolio Management,Travel,USA,"1,037"
06/01/2020,Process Management,CAPEX,USA,"-1,679"
01/01/2020,Process Management,Depreciation,USA,287
02/01/2020,Process Management,Depreciation,USA,287
03/01/2020,Process Management,Depreciation,USA,287
04/01/2020,Process Management,Depreciation,USA,287
05/01/2020,Process Management,Depreciation,USA,287
06/01/2020,Process Management,Depreciation,USA,287
07/01/2020,Process Management,Depreciation,USA,"27,016"
08/01/2020,Process Management,Depreciation,USA,"27,016"
09/01/2020,Process Management,Depreciation,USA,"27,016"
10/01/2020,Process Management,Depreciation,USA,"27,016"
11/01/2020,Process Management,Depreciation,USA,"26,937"
12/01/2020,Process Management,Depreciation,USA,"26,937"
01/01/2020,Process Management,Employee Performance,USA,2
02/01/2020,Process Management,Employee Performance,USA,8
03/01/2020,Process Management,Employee Performance,USA,105
04/01/2020,Process Management,Employee Performance,USA,53
05/01/2020,Process Management,Employee Performance,USA,23
06/01/2020,Process Management,Employee Performance,USA,150
07/01/2020,Process Management,Employee Performance,USA,303
08/01/2020,Process Management,Employee Performance,USA,303
09/01/2020,Process Management,Employee Performance,USA,303
10/01/2020,Process Management,Employee Performance,USA,303
